Census Tract FIPS Code,County,Total Population,% Non-Hispanic White,% Black,% Hispanic,% Asian,% Native Hawaiian & Other Pacific Islander,% American Indian & Alaskan Native,% Poverty,AB 1550 Low-Income Communities,Metropolitan Planning Organization,SB 535 Disadvantaged Communities,Area Median Income (Regionally Adjusted),Land Area (sqmi),Population Density (sqmi),Population Density (Percentile),% Bike for Job Commute,% Carpooled for Job Commute,% Drove Alone for Job Commute,% Households Paying 30-49% of Income Towards Housing Costs,Clunker Vehicles (Percentile),% Households Paying 50% or More of Income Towards Housing Costs,% Households with No Vehicle,% Multi-Family Housing Units,% No Health Insurance,% Owner-Occupied Households,% Public Transportation for Job Commute,% Renter-Occupied Households,% Single-Family Housing Units,% Walk for Job Commute,% with Medicaid Health Insurance Only,Accessibility to Employment Opportunities (Percentile),All Traffic Accidents (Percentile),Asthma Prevalence,Asthma Prevalence (Percentile),Auto Insurance Premium (Percentile),Availability of Parks & Public Open Space per Population (Percentile),Availability of Weighted Bikeways per Population (Percentile),Average Commute VMT (Percentile),Average Travel Time to Work (Minutes),Average VMT per Household (Percentile),Cardiovascular Disease (Percentile),Cardiovascular Disease Prevalence,High-Quality Transit Locations (Percentile),Housing Unit Density (Percentile),Housing Unit Density (sqmi),Job Density (Percentile),Job Density (sqmi),Jobs-Housing Fit (Percentile),Largest Ethnoracial Group,Lending Barriers (Percentile),Life Expectancy at Birth,Median Household Income,"Neighborhood Change, Housing Variables (Percentile)","Neighborhood Change, Socioeconomic Variables (Percentile)",Newer Clean Vehicles (Percentile),Older Clean Vehicles (Percentile),Primary Care Shortage Areas,Total Housing Units,Total Occupied Housing Units,Vehicles per Household,Walkability Index,Walkability Index (Percentile),x,y
6037239702,Los Angeles,4096,0.34,30.81,69.26,0,0,0,29.72,Yes,SCAG,Yes,01. 0-60%,0.1877511,21816.12,90 to 100,1.65,26.03,59.83,24.01,70 to 80,48.5,18.81,37.55,18.9,27.09,11.65,72.91,60.9,0.83,47.22,90 to 100,90 to 100,95.56,90 to 100,90 to 100,10 to 20,2,20 to 30,31.74,40 to 50,90 to 100,13.17,9,80 to 90,5816.21,70 to 80,2588.53,0 to 10,Hispanic,80 to 90,77.6,32037,70 to 80,20 to 30,20 to 30,10 to 20,Yes,1092,1074,1.69,16.38,90 to 100,,
6037239801,Los Angeles,3586,0.11,11.57,89.35,0.14,0,1.42,33.01,Yes,SCAG,Yes,01. 0-60%,0.1431524,25050.23,90 to 100,0,21.05,69.11,33.63,80 to 90,32.24,15.52,31.97,20.4,31.4,8.05,68.6,68.03,0.93,49.48,90 to 100,70 to 80,77.55,80 to 90,80 to 90,0 to 10,3,20 to 30,32.56,40 to 50,80 to 90,11.48,9,80 to 90,6510.54,30 to 40,656.64,0 to 10,Hispanic,90 to 100,75.3,42963,90 to 100,60 to 70,20 to 30,10 to 20,Yes,932,844,1.6,13.11,50 to 60,,
6037239802,Los Angeles,5623,1.16,29.24,67.76,1.4,0,2.6,31.33,Yes,SCAG,Yes,01. 0-60%,0.2353076,23896.38,90 to 100,0,10.6,65.74,19.83,80 to 90,44.33,18.39,34.97,11.74,27.33,15.85,72.67,65.03,7.16,55.01,90 to 100,90 to 100,72.31,80 to 90,80 to 90,0 to 10,2,10 to 20,33.16,20 to 30,70 to 80,10.67,9,80 to 90,6064.4,50 to 60,1342.92,0 to 10,Hispanic,80 to 90,75.3,38513,40 to 50,60 to 70,0 to 10,0 to 10,Yes,1427,1365,1.63,15.06,80 to 90,,
6037240010,Los Angeles,3697,0.16,23.97,75.36,0,0,0.38,36.84,Yes,SCAG,Yes,01. 0-60%,0.2271949,16272.37,80 to 90,0,21.72,70.03,27.36,90 to 100,29.14,23.9,49.95,18.5,19.51,4.63,80.49,50.05,2.1,48.88,90 to 100,90 to 100,60.63,60 to 70,80 to 90,10 to 20,2,20 to 30,35.26,10 to 20,50 to 60,8.6,9,80 to 90,4634.79,70 to 80,2909.4,0 to 10,Hispanic,90 to 100,73.1,30710,10 to 20,70 to 80,0 to 10,0 to 10,Yes,1053,979,1.36,14.68,70 to 80,,
6037240020,Los Angeles,5232,0.46,27.64,71.85,0.19,0.34,0.44,30.5,Yes,SCAG,Yes,02. 60-80%,0.2777673,18835.91,80 to 90,0,9.92,71.1,29.81,80 to 90,37.2,7.84,22.5,16.92,51.32,13.7,48.68,77.5,1.01,40.62,90 to 100,70 to 80,78.26,80 to 90,80 to 90,10 to 20,2,10 to 20,35.55,50 to 60,80 to 90,11.01,8,80 to 90,4863.78,30 to 40,694.83,0 to 10,Hispanic,80 to 90,79.6,39839,70 to 80,40 to 50,10 to 20,10 to 20,Yes,1351,1288,1.73,14.9,70 to 80,,
6037240200,Los Angeles,5311,0.23,24.33,74.77,1.51,0,0.49,27.83,Yes,SCAG,Yes,01. 0-60%,0.2883465,18418.81,80 to 90,0,13.77,75.1,26.19,80 to 90,37.54,16.2,37.48,19,23.94,6.19,76.06,62.52,2.86,48.05,90 to 100,80 to 90,95.56,90 to 100,90 to 100,10 to 20,2,30 to 40,31.11,60 to 70,90 to 100,13.17,9,80 to 90,5274.9,40 to 50,967.59,0 to 10,Hispanic,80 to 90,78.2,32661,50 to 60,40 to 50,0 to 10,0 to 10,Yes,1521,1420,1.64,14.61,70 to 80,,
6037240300,Los Angeles,5803,2.77,27.99,68.84,0.59,0,0,35.22,Yes,SCAG,Yes,01. 0-60%,0.3141046,18474.74,80 to 90,0,8.83,71.58,24.02,80 to 90,31.96,20.07,45.62,12.06,16.22,14.65,83.78,54.38,2.82,44.18,90 to 100,90 to 100,77.14,80 to 90,90 to 100,20 to 30,2,20 to 30,33.79,20 to 30,60 to 70,8.78,9,80 to 90,5701.92,60 to 70,2031.17,0 to 10,Hispanic,80 to 90,76.3,24368,30 to 40,20 to 30,10 to 20,10 to 20,Yes,1791,1634,1.39,14.91,80 to 90,,
6037240401,Los Angeles,6184,0,26.31,73.5,0.57,0,0,36.1,Yes,SCAG,Yes,01. 0-60%,0.2675843,23110.47,90 to 100,0,14.64,67.61,28.36,80 to 90,36.83,12.98,43.1,13.32,24.66,15.13,75.34,56.9,0.93,53.46,90 to 100,80 to 90,72.35,80 to 90,90 to 100,10 to 20,5,20 to 30,34.73,40 to 50,50 to 60,8.46,9,80 to 90,5826.2,50 to 60,1229.52,0 to 10,Hispanic,80 to 90,74.2,37115,50 to 60,30 to 40,10 to 20,10 to 20,Yes,1559,1456,1.69,12.75,50 to 60,,
6037240402,Los Angeles,4107,0.46,39.1,61.92,0.05,0,0.49,33.94,Yes,SCAG,Yes,01. 0-60%,0.2321628,17690.17,80 to 90,0,5.4,85.6,34.29,70 to 80,22.11,9.51,26.69,10.01,49.09,8.03,50.91,73.31,0.97,42.83,90 to 100,90 to 100,84.91,80 to 90,90 to 100,0 to 10,6,20 to 30,37.99,30 to 40,70 to 80,9.94,9,80 to 90,5211.86,40 to 50,986.38,0 to 10,Hispanic,80 to 90,79.4,37938,20 to 30,40 to 50,20 to 30,10 to 20,Yes,1210,1157,1.62,14.12,70 to 80,,
6037240500,Los Angeles,7466,0,25.98,72.56,0,0,0.16,29.41,Yes,SCAG,Yes,01. 0-60%,0.3137208,23798.23,90 to 100,0,12.06,79.03,25.3,80 to 90,44.3,17.33,28.75,18.83,27.27,7.39,72.73,71.25,0,54.46,90 to 100,80 to 90,95.56,90 to 100,90 to 100,0 to 10,6,20 to 30,39.94,40 to 50,90 to 100,13.17,8,80 to 90,5654.71,50 to 60,1217.64,0 to 10,Hispanic,80 to 90,73.7,36090,80 to 90,40 to 50,20 to 30,10 to 20,Yes,1774,1731,1.84,15.29,80 to 90,,
6037240600,Los Angeles,6325,1.06,28.82,69.83,0.28,0,0,28.43,Yes,SCAG,Yes,01. 0-60%,0.2609522,24238.16,90 to 100,0,7.36,76.42,22.83,80 to 90,44.02,14.02,21.14,17.3,30.84,12.13,69.16,78.86,0.98,47.67,90 to 100,80 to 90,89.86,80 to 90,90 to 100,0 to 10,7,20 to 30,39.27,60 to 70,90 to 100,12.4,8,80 to 90,5257.67,60 to 70,2211.13,0 to 10,Hispanic,80 to 90,74.6,37759,60 to 70,10 to 20,10 to 20,0 to 10,Yes,1372,1284,1.65,15.34,80 to 90,,
6037240700,Los Angeles,6367,0.28,29.5,69.09,1.05,0,0.47,14.53,Yes,SCAG,Yes,02. 60-80%,0.4611967,13805.39,80 to 90,0,9.89,73.49,25.94,80 to 90,31.84,15.09,21.46,14.54,44.47,14.47,55.53,77.24,0.62,43.02,90 to 100,80 to 90,74.83,80 to 90,80 to 90,30 to 40,6,20 to 30,34.15,50 to 60,80 to 90,10.7,8,70 to 80,3848.68,30 to 40,732.88,0 to 10,Hispanic,90 to 100,77.5,43796,20 to 30,40 to 50,20 to 30,10 to 20,Yes,1775,1637,1.79,14.63,70 to 80,,
6037240800,Los Angeles,4296,0.88,25.79,71.6,0.4,0,1.63,28.61,Yes,SCAG,Yes,01. 0-60%,0.2434984,17642.83,80 to 90,0,11.62,70.03,30.2,90 to 100,36.35,15.92,22.12,18.39,45.62,16.11,54.38,76.75,1.8,43.18,90 to 100,90 to 100,58.49,60 to 70,80 to 90,10 to 20,4,10 to 20,37.02,40 to 50,40 to 50,7.94,8,80 to 90,4698.18,50 to 60,1248.47,0 to 10,Hispanic,90 to 100,76.7,36923,10 to 20,60 to 70,0 to 10,0 to 10,Yes,1144,1118,1.68,14.04,60 to 70,,
6037240900,Los Angeles,6355,0.42,24.8,74.87,0.28,0,0,32.28,Yes,SCAG,Yes,01. 0-60%,0.4083567,15562.37,80 to 90,0,11.02,80.02,27.35,90 to 100,43.38,17.84,12.29,17.21,46.19,7.75,53.81,87.58,1.07,48.81,90 to 100,90 to 100,80.9,80 to 90,80 to 90,0 to 10,4,30 to 40,38.1,70 to 80,60 to 70,9.32,8,70 to 80,3626.73,40 to 50,1079.94,0 to 10,Hispanic,90 to 100,77.3,38173,50 to 60,60 to 70,10 to 20,10 to 20,Yes,1481,1457,1.72,14.04,60 to 70,,
6037241001,Los Angeles,4429,0,28.36,69.54,0.16,0.16,0,25.26,Yes,SCAG,Yes,01. 0-60%,0.3490715,12687.95,70 to 80,0,16.79,77.16,19.94,70 to 80,33.05,17.79,26.99,19.35,44.73,6.05,55.27,72.52,0,49.18,90 to 100,90 to 100,85.81,80 to 90,80 to 90,10 to 20,5,20 to 30,27.41,60 to 70,70 to 80,10.32,8,70 to 80,3460.61,30 to 40,681.81,0 to 10,Hispanic,90 to 100,75.1,39509,0 to 10,70 to 80,20 to 30,10 to 20,Yes,1208,1147,1.69,13.3,60 to 70,,
6037241002,Los Angeles,4065,0.47,38.67,60.39,0.1,0,0,22.25,Yes,SCAG,Yes,02. 60-80%,0.2731113,14884.04,80 to 90,0,8.45,79.96,25.43,70 to 80,27.16,14.7,33.2,9.84,41.41,3.29,58.59,66.8,0.36,39.95,90 to 100,80 to 90,77.55,80 to 90,80 to 90,60 to 70,4,30 to 40,32.12,50 to 60,60 to 70,8.96,9,70 to 80,3771.36,30 to 40,684.7,0 to 10,Hispanic,80 to 90,68.8,58029,10 to 20,70 to 80,20 to 30,10 to 20,Yes,1030,1007,1.86,13.04,50 to 60,,
6037241110,Los Angeles,3269,0.64,25.27,74.82,0,0,0,22.75,Yes,SCAG,Yes,01. 0-60%,0.1878916,17398.33,80 to 90,0,6.4,79,18.92,80 to 90,42.4,15.27,19.72,12.08,34.86,13.13,65.14,79.81,0.57,46.41,90 to 100,80 to 90,86.19,80 to 90,80 to 90,0 to 10,5,20 to 30,32.69,70 to 80,80 to 90,11.15,0,80 to 90,4507.92,50 to 60,1309.27,0 to 10,Hispanic,90 to 100,,43182,10 to 20,80 to 90,10 to 20,0 to 10,Yes,847,786,1.9,13.72,60 to 70,,
6037241120,Los Angeles,5137,0.78,37.94,59.22,0.1,0,1.27,37.73,Yes,SCAG,Yes,01. 0-60%,0.2562549,20046.45,90 to 100,0,10.64,75.27,26.87,80 to 90,43.01,23.78,32.81,13.35,33.63,9.33,66.37,67.19,1.31,54.53,90 to 100,70 to 80,92.97,90 to 100,80 to 90,0 to 10,4,20 to 30,34.57,10 to 20,80 to 90,12.03,9,80 to 90,5186.24,30 to 40,796.08,0 to 10,Hispanic,90 to 100,75.3,30688,30 to 40,50 to 60,20 to 30,10 to 20,Yes,1329,1329,1.32,14.6,70 to 80,,
6037241201,Los Angeles,2937,0.34,42.08,56.08,0.44,0,0,30.07,Yes,SCAG,Yes,01. 0-60%,0.1876082,15654.97,80 to 90,0,14.47,75.63,14.8,70 to 80,40.07,9.75,28.43,17.57,54.52,8.31,45.48,71.57,1.59,38.47,90 to 100,70 to 80,84,80 to 90,90 to 100,0 to 10,6,20 to 30,37.39,40 to 50,70 to 80,9.63,9,80 to 90,4743.93,20 to 30,479.72,0 to 10,Hispanic,80 to 90,78.3,39063,10 to 20,70 to 80,10 to 20,10 to 20,Yes,890,851,1.79,12.57,50 to 60,,
6037241202,Los Angeles,5436,0.48,36.85,59.49,0.33,0,0.74,31.85,Yes,SCAG,Yes,01. 0-60%,0.4491245,12103.55,70 to 80,0,9.02,77.61,22.34,70 to 80,32.14,19.64,35.74,10.11,36.34,11.41,63.66,62.76,0,40.05,90 to 100,80 to 90,89.18,80 to 90,90 to 100,0 to 10,5,10 to 20,36.73,30 to 40,70 to 80,10.09,9,70 to 80,3575.85,40 to 50,1099.92,0 to 10,Hispanic,80 to 90,77.1,40596,50 to 60,80 to 90,10 to 20,10 to 20,Yes,1606,1497,1.61,14.64,70 to 80,,
